CD_LOC;UF;abstencoes;aptos;comparecimentos;validos
SP01545;SP;864;3463;2599;2199
SP01546;SP;1106;4679;3573;3012
SP01547;SP;767;2943;2176;1791
SP01548;SP;1276;5863;4587;3782
SP01549;SP;1108;4270;3162;2619
SP01550;SP;267;1274;1007;818
SP01551;SP;962;3659;2697;2171
SP01552;SP;989;3370;2381;1888
SP01553;SP;1466;5645;4179;3447
SP01554;SP;1441;5840;4399;3656
SP01555;SP;859;3529;2670;2199
SP01556;SP;686;2397;1711;1386
SP01557;SP;948;2937;1989;1611
SP01558;SP;1187;4788;3601;2955
SP01559;SP;295;1425;1130;925
SP01560;SP;446;1433;987;806
SP01561;SP;319;1622;1303;1060
SP01562;SP;375;1550;1175;980
SP01563;SP;526;1842;1316;1056
SP01564;SP;325;1289;964;782
SP01565;SP;259;1058;799;665
SP01566;SP;745;2212;1467;1174
SP01567;SP;156;425;269;226
SP01568;SP;171;443;272;217
SP01569;SP;167;570;403;336
SP01570;SP;11;80;69;55
SP01571;SP;13;115;102;85
SP01572;SP;26;253;227;192
SP01573;SP;17;70;53;45
SP01574;SP;2370;7876;5506;4641
SP01575;SP;1274;4037;2763;2347
SP01576;SP;1034;4532;3498;2944
SP01577;SP;1023;4405;3382;2871
SP01578;SP;1120;5035;3915;3263
SP01579;SP;811;3634;2823;2348
SP01580;SP;3932;12295;8363;6990
SP01581;SP;1496;5066;3570;3039
SP01582;SP;1386;5360;3974;3379
SP01583;SP;1336;5432;4096;3442
SP01584;SP;976;4414;3438;2829
SP01585;SP;1395;5347;3952;3209
SP01586;SP;1055;4583;3528;3021
SP01587;SP;581;2480;1899;1615
SP01588;SP;1015;4161;3146;2747
SP01589;SP;1138;5101;3963;3337
SP01590;SP;650;2697;2047;1741
SP01591;SP;1048;5257;4209;3614
SP01592;SP;1561;5927;4366;3664
SP01593;SP;899;3907;3008;2558
SP01594;SP;710;3504;2794;2366
SP01595;SP;766;3343;2577;2170
SP01596;SP;746;3064;2318;1886
SP01597;SP;655;2735;2080;1731
SP01598;SP;645;2456;1811;1493
SP01599;SP;1148;4566;3418;2825
SP01600;SP;467;2074;1607;1330
SP01601;SP;241;1244;1003;850
SP01602;SP;1307;5026;3719;3000
SP01603;SP;788;3140;2352;1886
SP01604;SP;573;2213;1640;1350
SP01605;SP;545;2247;1702;1425
SP01606;SP;1133;3909;2776;2270
SP01607;SP;250;1156;906;769
SP01608;SP;581;2455;1874;1552
SP01609;SP;1255;4359;3104;2531
SP01610;SP;784;3105;2321;1935
SP01611;SP;365;1491;1126;959
SP01612;SP;1388;5316;3928;3419
SP01613;SP;1429;5274;3845;3229
SP01614;SP;1390;5270;3880;3345
SP01615;SP;425;1988;1563;1367
SP01616;SP;1298;5568;4270;3582
SP01617;SP;1705;6274;4569;3806
SP01618;SP;2041;8129;6088;4942
SP01619;SP;1822;6560;4738;3972
SP01620;SP;896;3851;2955;2529
SP01621;SP;1263;5101;3838;3203
SP01622;SP;1105;4052;2947;2495
SP01623;SP;1120;3923;2803;2393
SP01624;SP;2201;7719;5518;4630
SP01625;SP;1195;5942;4747;4037
SP01626;SP;536;2768;2232;1856
SP01627;SP;1594;4603;3009;2576
SP01628;SP;265;974;709;596
SP01629;SP;811;3617;2806;2389
SP01630;SP;417;1721;1304;1090
SP01631;SP;843;3548;2705;2284
SP01632;SP;1796;5894;4098;3431
SP01633;SP;1480;5184;3704;3122
SP01634;SP;364;1387;1023;842
SP01635;SP;1988;6200;4212;3548
SP01636;SP;923;4041;3118;2633
SP01637;SP;339;1545;1206;1011
SP01638;SP;694;2663;1969;1626
SP01639;SP;225;778;553;436
SP01640;SP;573;2145;1572;1333
SP01641;SP;1374;5788;4414;3629
SP01642;SP;672;2330;1658;1391
SP01643;SP;2011;6423;4412;3733
SP01644;SP;1423;6058;4635;3858
SP01645;SP;1277;4193;2916;2472
SP01646;SP;913;4342;3429;2817
SP01647;SP;782;3641;2859;2359
SP01648;SP;1328;5393;4065;3385
SP01649;SP;876;3698;2822;2374
SP01650;SP;318;1635;1317;1109
SP01651;SP;1626;6989;5363;4534
SP01652;SP;1530;5410;3880;3273
SP01653;SP;248;1349;1101;921
SP01654;SP;1317;4908;3591;3061
SP01655;SP;1114;3529;2415;2058
SP01656;SP;1750;5925;4175;3558
SP01657;SP;543;2210;1667;1362
SP01658;SP;1260;4665;3405;2870
SP01659;SP;1025;4975;3950;3337
SP01660;SP;393;1780;1387;1175
SP01661;SP;1356;4921;3565;3038
SP01662;SP;1593;5362;3769;3191
SP01663;SP;1483;4863;3380;2815
SP01664;SP;873;4100;3227;2743
SP01665;SP;885;2933;2048;1706
SP01666;SP;888;3664;2776;2237
SP01667;SP;269;1115;846;684
SP01668;SP;271;1231;960;794
SP01669;SP;302;1414;1112;919
SP01670;SP;523;2365;1842;1519
SP01671;SP;569;2362;1793;1520
SP01672;SP;1134;4183;3049;2483
SP01673;SP;379;1979;1600;1367
SP01674;SP;601;2328;1727;1429
SP01675;SP;1861;7296;5435;4628
SP01676;SP;1649;7202;5553;4501
SP01677;SP;1765;6587;4822;4008
SP01678;SP;1649;6291;4642;3951
SP01679;SP;1361;6584;5223;4406
SP01680;SP;1243;5598;4355;3657
SP01681;SP;1496;6345;4849;4083
SP01682;SP;938;3870;2932;2329
SP01683;SP;1143;4635;3492;2877
SP01684;SP;1207;4928;3721;3132
SP01685;SP;2004;7787;5783;4857
SP01686;SP;1892;7314;5422;4542
SP01687;SP;1112;5072;3960;3344
SP01688;SP;1393;5851;4458;3814
SP01689;SP;1126;4779;3653;2960
SP01690;SP;883;3916;3033;2511
SP01691;SP;1479;6176;4697;3802
SP01692;SP;1662;6368;4706;3971
SP01693;SP;1154;5042;3888;3140
SP01694;SP;1620;6468;4848;4112
SP01695;SP;615;2859;2244;1904
SP01696;SP;866;3501;2635;2139
SP01697;SP;1570;6299;4729;4049
SP01698;SP;814;4270;3456;2903
SP01699;SP;526;2649;2123;1787
SP01700;SP;704;3480;2776;2319
SP01701;SP;1399;5870;4471;3616
SP01702;SP;560;2682;2122;1782
SP01703;SP;504;2290;1786;1471
SP01704;SP;1129;4240;3111;2402
SP01705;SP;443;1680;1237;999
SP01706;SP;1830;6272;4442;3788
SP01707;SP;1597;5330;3733;3140
SP01708;SP;1145;4897;3752;3009
SP01709;SP;1097;5123;4026;3430
SP01710;SP;1247;4727;3480;2859
SP01711;SP;759;2862;2103;1740
SP01712;SP;781;3629;2848;2457
SP01713;SP;963;4285;3322;2877
SP01714;SP;1024;3989;2965;2432
SP01715;SP;1284;3987;2703;2302
SP01716;SP;830;3015;2185;1849
SP01717;SP;976;3491;2515;2185
SP01718;SP;1671;6133;4462;3746
SP01719;SP;1405;5072;3667;3138
SP01720;SP;1115;4886;3771;3270
SP01721;SP;782;3300;2518;2118
SP01722;SP;1009;4433;3424;2973
SP01723;SP;666;2776;2110;1723
SP01724;SP;1357;5829;4472;3791
SP01725;SP;1576;6477;4901;4149
SP01726;SP;1043;4123;3080;2542
SP01727;SP;1062;4196;3134;2630
SP01728;SP;733;3507;2774;2436
SP01729;SP;955;3858;2903;2392
SP01730;SP;380;1570;1190;978
SP01731;SP;475;1980;1505;1257
SP01732;SP;1215;5337;4122;3348
SP01733;SP;1384;4951;3567;2964
SP01734;SP;1065;4835;3770;3245
SP01735;SP;644;2431;1787;1502
SP01736;SP;591;2336;1745;1472
SP01737;SP;1501;4533;3032;2598
SP01738;SP;1810;6502;4692;3933
SP01739;SP;1219;4727;3508;2932
SP01740;SP;1260;5160;3900;3207
SP01741;SP;451;2084;1633;1382
SP01742;SP;547;2540;1993;1660
SP01743;SP;1059;4150;3091;2542
SP01744;SP;540;2443;1903;1614
SP01745;SP;1189;3806;2617;2071
SP01746;SP;302;1007;705;558
SP01747;SP;565;2073;1508;1224
SP01748;SP;822;3372;2550;2096
SP01749;SP;841;3518;2677;2231
SP01750;SP;351;1938;1587;1344
SP01751;SP;281;1150;869;700
SP01752;SP;1537;5109;3572;2956
SP01753;SP;1651;5888;4237;3550
SP01754;SP;1407;5351;3944;3266
SP01755;SP;1077;4747;3670;3180
SP01756;SP;1681;6967;5286;4434
SP01757;SP;1493;6189;4696;4013
SP01758;SP;964;4558;3594;3021
SP01759;SP;1210;4843;3633;3053
SP01760;SP;871;3464;2593;2106
SP01761;SP;1589;6449;4860;3968
SP01762;SP;578;1989;1411;1185
SP01763;SP;1450;6217;4767;4102
SP01764;SP;1152;5036;3884;3281
SP01765;SP;905;3450;2545;2124
SP01766;SP;527;2383;1856;1558
SP01767;SP;1570;5732;4162;3518
SP01768;SP;1533;5069;3536;2973
SP01769;SP;1359;4801;3442;2891
SP01770;SP;1697;6174;4477;3720
SP01771;SP;651;2820;2169;1788
SP01772;SP;1737;6424;4687;3846
SP01773;SP;1396;5046;3650;3134
SP01774;SP;754;3149;2395;1983
SP01775;SP;1319;5254;3935;3270
SP01776;SP;1293;5029;3736;3151
SP01777;SP;1116;4580;3464;2911
SP01778;SP;1395;5530;4135;3487
SP01779;SP;725;3173;2448;2056
SP01780;SP;1668;6187;4519;3758
SP01781;SP;945;3570;2625;2218
SP01782;SP;457;1588;1131;923
SP01783;SP;606;2547;1941;1657
SP01784;SP;1390;5548;4158;3356
SP01785;SP;1005;3906;2901;2313
SP01786;SP;1258;5053;3795;3160
SP01787;SP;638;2575;1937;1569
SP01788;SP;1256;4509;3253;2662
SP01789;SP;1575;5960;4385;3608
SP01790;SP;822;3198;2376;1957
SP01791;SP;1537;5115;3578;2944
SP01792;SP;1189;4050;2861;2330
SP01793;SP;1259;3967;2708;2244
SP01794;SP;231;774;543;450
SP01795;SP;815;3220;2405;2019
SP01796;SP;1795;5940;4145;3466
SP01797;SP;1992;6711;4719;3984
SP01798;SP;2025;7205;5180;4415
SP01799;SP;1862;7489;5627;4802
SP01800;SP;2403;8375;5972;5040
SP01801;SP;1173;4591;3418;2903
SP01802;SP;1172;4568;3396;2879
SP01803;SP;1574;6098;4524;3804
SP01804;SP;1623;6591;4968;4178
SP01805;SP;1432;5577;4145;3471
SP01806;SP;1015;4493;3478;2937
SP01807;SP;1153;4489;3336;2767
SP01808;SP;596;2234;1638;1322
SP01809;SP;1132;4775;3643;3094
SP01810;SP;731;2637;1906;1572
SP01811;SP;1702;6412;4710;3911
SP01812;SP;394;1538;1144;965
SP01813;SP;1288;5173;3885;3261
SP01814;SP;1145;4705;3560;2954
SP01815;SP;897;3249;2352;1909
SP01816;SP;779;3092;2313;1986
SP01817;SP;855;3029;2174;1836
SP01818;SP;235;967;732;585
SP01819;SP;1483;6180;4697;3886
SP01820;SP;2386;8046;5660;4881
SP01821;SP;2173;7786;5613;4703
SP01822;SP;1867;6815;4948;4153
SP01823;SP;2194;7272;5078;4264
SP01824;SP;1103;3725;2622;2239
SP01825;SP;1675;5132;3457;3002
SP01826;SP;1828;6250;4422;3846
SP01827;SP;1938;6711;4773;3991
SP01828;SP;2286;8402;6116;5090
SP01829;SP;1748;6875;5127;4366
SP01830;SP;1090;3740;2650;2266
SP01831;SP;767;3229;2462;2131
SP01832;SP;1643;6225;4582;3756
SP01833;SP;1661;6103;4442;3955
SP01834;SP;296;1138;842;764
SP01835;SP;1633;6616;4983;4177
SP01836;SP;1608;6148;4540;3783
SP01837;SP;772;3345;2573;2095
SP01838;SP;829;3079;2250;1986
SP01839;SP;891;3350;2459;2084
SP01840;SP;616;2311;1695;1434
SP01841;SP;349;1166;817;691
SP01842;SP;1229;5313;4084;3333
SP01843;SP;988;3612;2624;2167
SP01844;SP;1443;4512;3069;2698
SP01845;SP;1851;6584;4733;3854
SP01846;SP;738;3222;2484;1943
SP01847;SP;667;2974;2307;1836
SP01848;SP;675;2632;1957;1644
SP01849;SP;998;3121;2123;1729
SP01850;SP;1059;3510;2451;2217
SP01851;SP;223;982;759;639
SP01852;SP;967;3141;2174;1762
SP01853;SP;715;3021;2306;2050
SP01854;SP;1666;5482;3816;3154
SP01855;SP;1083;3678;2595;2177
SP01856;SP;218;1178;960;866
SP01857;SP;1403;4340;2937;2615
SP01858;SP;2826;8697;5871;5026
SP01859;SP;1849;6287;4438;3780
SP01860;SP;1889;6782;4893;4316
SP01861;SP;1674;5487;3813;3319
SP01862;SP;1366;5013;3647;3119
SP01863;SP;1630;5889;4259;3651
SP01864;SP;1226;4267;3041;2596
SP01865;SP;1395;4732;3337;2900
SP01866;SP;1481;4946;3465;3008
SP01867;SP;1304;5509;4205;3512
SP01868;SP;1018;4200;3182;2758
SP01869;SP;1423;5661;4238;3691
SP01870;SP;1034;4686;3652;3133
SP01871;SP;1817;7738;5921;5048
SP01872;SP;1778;7613;5835;5033
SP01873;SP;665;2770;2105;1871
SP01874;SP;674;2682;2008;1770
SP01875;SP;1202;5494;4292;3611
SP01876;SP;1112;4608;3496;3087
SP01877;SP;1406;5858;4452;3755
SP01878;SP;1387;4970;3583;2983
SP01879;SP;1325;5975;4650;3979
SP01880;SP;1264;4589;3325;2844
SP01881;SP;2037;7339;5302;4562
SP01882;SP;460;1632;1172;988
SP01883;SP;1315;5157;3842;3197
SP01884;SP;1898;7365;5467;4519
SP01885;SP;393;1800;1407;1174
SP01886;SP;353;1564;1211;1003
SP01887;SP;3487;11149;7662;6482
SP01888;SP;1553;5852;4299;3704
SP01889;SP;2014;7228;5214;4452
SP01890;SP;1522;5322;3800;3207
SP01891;SP;593;2651;2058;1758
SP01892;SP;2287;7589;5302;4472
SP01893;SP;2128;6981;4853;4154
SP01894;SP;1770;7264;5494;4613
SP01895;SP;1102;4468;3366;2872
SP01896;SP;1152;4681;3529;2874
SP01897;SP;845;3517;2672;2257
SP01898;SP;1088;4700;3612;2987
SP01899;SP;1332;6018;4686;4033
SP01900;SP;1158;4988;3830;3267
SP01901;SP;615;2685;2070;1730
SP01902;SP;1022;4700;3678;3083
SP01903;SP;1520;5816;4296;3620
SP01904;SP;2137;6994;4857;4189
SP01905;SP;950;3477;2527;2101
SP01906;SP;1130;4600;3470;2856
SP01907;SP;1200;5356;4156;3425
SP01908;SP;897;3792;2895;2401
SP01909;SP;652;2748;2096;1732
SP01910;SP;437;1968;1531;1262
SP01911;SP;483;1962;1479;1263
SP01912;SP;354;1369;1015;853
SP01913;SP;1208;4665;3457;2853
SP01914;SP;1573;5492;3919;3429
SP01915;SP;1130;3924;2794;2392
SP01916;SP;1864;6631;4767;4053
SP01917;SP;1347;4628;3281;2811
SP01918;SP;1704;5928;4224;3607
SP01919;SP;1618;5480;3862;3239
SP01920;SP;1670;5883;4213;3594
SP01921;SP;1617;5497;3880;3373
SP01922;SP;1219;4328;3109;2674
SP01923;SP;1385;4807;3422;3020
SP01924;SP;1427;5115;3688;3218
SP01925;SP;1389;5445;4056;3565
SP01926;SP;1712;6354;4642;4010
SP01927;SP;1851;6734;4883;4168
SP01928;SP;1372;4314;2942;2411
SP01929;SP;1637;6511;4874;4168
SP01930;SP;1295;4667;3372;2823
SP01931;SP;1366;5097;3731;3193
SP01932;SP;1712;6660;4948;3975
SP01933;SP;1288;4814;3526;2989
SP01934;SP;1913;7848;5935;4997
SP01935;SP;1730;6268;4538;3717
SP01936;SP;1945;7478;5533;4689
SP01937;SP;672;2730;2058;1763
SP01938;SP;1810;7268;5458;4494
SP01939;SP;1772;6689;4917;4007
SP01940;SP;1431;5477;4046;3289
SP01941;SP;1037;3638;2601;2147
SP01942;SP;886;2838;1952;1638
SP01943;SP;1135;3522;2387;1965
SP01944;SP;1268;4146;2878;2323
SP01945;SP;262;778;516;438
SP01946;SP;625;2503;1878;1619
SP01947;SP;397;1722;1325;1151
SP01948;SP;1126;4518;3392;2842
SP01949;SP;1128;4412;3284;2711
SP01950;SP;992;3678;2686;2085
SP01951;SP;776;2720;1944;1556
SP01952;SP;547;1981;1434;1274
SP01953;SP;547;1981;1434;1274
SP01954;SP;642;2478;1836;1560
SP01955;SP;371;1676;1305;1081
SP01956;SP;513;2217;1704;1444
SP01957;SP;1400;4354;2954;2548
SP01958;SP;1478;5003;3525;3046
SP01959;SP;1753;5593;3840;3364
SP01960;SP;1621;5568;3947;3431
SP01961;SP;1748;5779;4031;3463
SP01962;SP;2015;7108;5093;4362
SP01963;SP;1789;6175;4386;3833
SP01964;SP;1516;5289;3773;3360
SP01965;SP;1675;6052;4377;3858
SP01966;SP;1042;3725;2683;2393
SP01967;SP;1295;4971;3676;3320
SP01968;SP;1899;6332;4433;3881
SP01969;SP;1156;4540;3384;3029
SP01970;SP;1274;5176;3902;3434
SP01971;SP;1082;4710;3628;3134
SP01972;SP;1110;4287;3177;2711
SP01973;SP;1283;4606;3323;2903
SP01974;SP;1524;6477;4953;4205
SP01975;SP;694;3160;2466;2160
SP01976;SP;377;1818;1441;1274
SP01977;SP;806;3135;2329;2006
SP01978;SP;467;2051;1584;1332
SP01979;SP;704;3299;2595;2305
SP01980;SP;791;3089;2298;1947
SP01981;SP;874;3490;2616;2256
SP01982;SP;210;971;761;641
SP01983;SP;154;776;622;557
SP01984;SP;396;1613;1217;1072
SP01985;SP;223;977;754;634
SP01986;SP;1768;5859;4091;3489
SP01987;SP;1296;4784;3488;2971
SP01988;SP;1760;5876;4116;3522
SP01989;SP;1648;5992;4344;3718
SP01990;SP;1503;6386;4883;4034
SP01991;SP;1576;6762;5186;4448
SP01992;SP;1917;6492;4575;3943
SP01993;SP;1349;5680;4331;3584
SP01994;SP;1794;8040;6246;5147
SP01995;SP;1384;5916;4532;3685
SP01996;SP;865;4065;3200;2650
SP01997;SP;1678;6927;5249;4360
SP01998;SP;1610;6178;4568;3831
SP01999;SP;1573;6988;5415;4564
SP02000;SP;763;3014;2251;1774
SP02001;SP;739;3226;2487;1984
SP02002;SP;918;3675;2757;2297
SP02003;SP;365;1402;1037;834
SP02004;SP;1208;5152;3944;3206
SP02005;SP;1186;4698;3512;2845
SP02006;SP;664;2512;1848;1496
SP02007;SP;750;2999;2249;1808
SP02008;SP;515;2358;1843;1542
SP02009;SP;675;2652;1977;1586
SP02010;SP;454;1994;1540;1280
SP02011;SP;480;1844;1364;1118
SP02012;SP;271;1265;994;819
SP02013;SP;1733;5458;3725;3087
SP02014;SP;996;3660;2664;2271
SP02015;SP;1968;6390;4422;3666
SP02016;SP;1213;3949;2736;2336
SP02017;SP;1489;5843;4354;3669
SP02018;SP;1519;4910;3391;2745
SP02019;SP;1649;5428;3779;3119
SP02020;SP;1419;5169;3750;3142
SP02021;SP;1074;4916;3842;3229
SP02022;SP;650;2804;2154;1788
SP02023;SP;1727;6925;5198;4333
SP02024;SP;1649;5319;3670;3226
SP02025;SP;1364;4781;3417;3034
SP02026;SP;1848;6348;4500;3840
SP02027;SP;1651;5306;3655;3143
SP02028;SP;2249;7224;4975;4154
SP02029;SP;2086;6908;4822;4034
SP02030;SP;2188;7717;5529;4653
SP02031;SP;1612;5725;4113;3423
SP02032;SP;1658;4842;3184;2718
SP02033;SP;1990;7687;5697;4752
SP02034;SP;1685;6228;4543;3751
SP02035;SP;966;4577;3611;3053
SP02036;SP;897;3622;2725;2407
SP02037;SP;1011;3883;2872;2425
SP02038;SP;1370;5939;4569;3984
SP02039;SP;1688;6572;4884;4051
SP02040;SP;665;2652;1987;1680
SP02041;SP;462;2020;1558;1334
SP02042;SP;813;2852;2039;1796
SP02043;SP;402;1561;1159;991
SP02044;SP;350;1543;1193;1063
SP02045;SP;500;2296;1796;1511
SP02046;SP;424;1856;1432;1244
SP02047;SP;1232;5031;3799;3118
SP02048;SP;570;2701;2131;1742
SP02049;SP;540;2278;1738;1487
SP02050;SP;840;3558;2718;2303
SP02051;SP;1063;4627;3564;3165
SP02052;SP;1347;4927;3580;3044
SP02053;SP;912;3844;2932;2581
SP02054;SP;600;2287;1687;1387
SP02055;SP;355;1516;1161;979
SP02056;SP;739;3560;2821;2491
SP02057;SP;790;3114;2324;1921
SP02058;SP;1007;3951;2944;2403
SP02059;SP;17;112;95;73
SP02060;SP;57;285;228;186
SP02061;SP;120;234;114;88
SP02062;SP;38;117;79;72
